@relation TestData

@attribute cord0 numeric
@attribute cord1 numeric
@attribute cat {true,false}

@data
9.18093013487,0.687147294347,true
0.654247982756,5.30750327655,true
8.24780610882,8.71937511551,false
9.11835965538,8.57836898661,false
5.1879452438,2.24293513541,true
5.91518093494,2.12279190208,true
8.77871341457,9.72016019249,false
2.98808221976,8.66672320394,true
5.13941291942,8.88029838565,false
0.940568214733,2.38138982767,false
4.03940484154,2.72935055315,false
5.98809996039,1.41945918722,true
6.70989850945,4.0427503883,true
5.98282394604,4.15872843731,true
4.25942446178,5.45147740219,true
9.62168035307,8.69993609925,false
9.36014638578,9.36719487854,false
3.83062181997,3.92482048706,false
3.54715848813,4.43086524829,false
9.96872458784,4.81256839397,true
8.00605581268,2.33937202966,true
4.01349849277,2.15837755802,false
0.429939750974,1.2534904484,false
0.465448046506,3.50319196457,false
1.32110951322,4.79001324694,false
4.87429654776,1.44913244819,false
8.77921907298,3.85764186652,true
5.03830397552,9.49738692863,false
9.46737900467,0.814919405369,true
4.38361906631,0.838293782752,false
0.336756301065,9.53916555745,true
5.90507404134,3.62568884735,true
3.43830561913,9.18529380824,true
7.26963643537,8.56331382669,false
3.07788938937,8.06424087567,true
6.97516095272,8.00342910985,false
0.0138540579879,3.75484836846,false
8.35435896768,1.4987719692,true
7.60744903427,9.24277458951,false
7.86763218642,1.79893308744,true
7.48159432818,4.32211232129,true
4.70430161903,5.1973974241,true
1.28355674854,9.10084513899,true
6.65217501488,4.3710296763,true
0.283435184259,9.27254858168,true
1.41319968191,8.05486308928,true
6.61717688428,7.30719323604,false
1.6708471845,5.27849140115,true
7.13337828078,4.12646513319,true
0.271662587145,1.43965701701,false
0.959282219097,9.80931346835,true
5.00995183358,1.21013478685,true
9.43509110073,1.72610685351,true
4.64849187531,8.06525762113,true
8.57036378351,1.36974982854,true
3.67736383741,9.2101343496,true
3.63856986518,8.64858009594,true
0.701704128288,2.47557663024,false
6.2376923576,5.56199770818,false
8.04980968228,7.29129347994,false
8.54167557083,0.1172763308,true
3.85183287955,5.29186114955,true
9.08950588571,0.177559914797,true
3.27418392144,2.94339572578,false
1.29760408303,7.59400017614,true
0.339928675945,2.70002218808,false
4.2924152687,8.31932909293,true
3.51769595774,6.27538829661,true
0.360371586748,1.26399187123,false

