@relation TestData 
 
@attribute cord0 numeric
@attribute cord1 numeric
@attribute cat {true,false}

@data
1.59396015202,6.43217752294,true
2.34713871735,2.12936888338,false
3.97660892292,9.82229437912,true
9.50185526592,1.2706083613,true
4.18722151926,2.36396907655,false
9.55376274548,5.66864355338,false
5.97427763999,3.44321985818,true
4.80831512688,4.8783886211,false
4.5629436423,8.087495519,true
1.84638575408,4.22226475742,false
9.61149367972,0.523078687515,true
3.53662548036,3.71939613666,false
3.15656943321,6.73826012169,true
6.46130136771,8.93615975007,false
8.27745497863,9.92746784487,false
0.220288592706,4.86520389378,false
6.20831014785,1.96794849913,true
8.0300054724,9.15395495315,false
8.90843384077,5.87156136001,false
7.90941877111,6.87560256646,false
7.83032395892,9.29579739247,false
8.38155313348,3.28860273537,true
9.36863666744,7.68179982431,false
6.26275427785,0.0131697086626,true
2.37829078162,6.14531862085,true
5.39761087419,4.28247466816,true
5.08963810524,2.7138615728,true
1.43126755055,3.93342914315,false
1.00544458152,5.93376965711,true
6.40884489685,9.88599907207,false
1.39803683562,0.991590930742,false
4.47804459367,9.29900492975,true
8.56388859035,7.42069412998,false
7.26743365836,2.39968846488,true
5.30852084199,5.91633438192,false
1.99287630793,4.15586386206,false
5.68063469538,3.2744150292,true
1.62223806644,1.9384906259,false
7.64674761873,6.41138875686,false
7.19885977354,9.02382350182,false
2.27373636408,7.89071721526,true
8.71869138023,0.751542379328,true
5.756461395,6.62812472684,false
2.13191721419,2.20789606161,false
9.82725086434,9.81288659644,false
0.11216164468,7.72877655425,true
5.3270706349,7.06161387314,false
0.0106489019605,8.11558387246,true
9.41490556391,0.146042754587,true
2.7728229099,8.14237265075,true
9.62153715444,3.00462348968,true
9.89471726769,8.65194966774,false
8.80839702228,5.74670058897,false
7.77038506266,1.44273856214,true
3.05772003098,9.55862221523,true
3.75601512424,6.74405977275,true
0.166064062567,5.08678147055,true
4.51640272563,7.19038085643,true
1.4842013644,2.28697783208,false
5.58080709953,0.367093095469,true
3.74093364378,4.48709147751,false
2.29601249728,2.50687385695,false
9.03360031086,6.67645370192,false
9.34759979123,5.57324471918,false
9.28332634994,4.29868037309,true
9.44170848124,8.79694192425,false
6.93243272167,0.925170063469,true
8.9131989272,9.69346881672,false
3.89848053919,0.825008673322,false

