@relation TestData

@attribute cord0 numeric
@attribute cord1 numeric
@attribute cat {true,false}

@data
6.10851761665,2.18066171275,false
8.29135081413,0.832414279365,false
6.79962296393,2.6234486421,false
3.49832451892,6.99430402528,false
1.42328926227,4.293896772,false
7.08571204547,4.05783706375,false
2.81809239801,4.34949222412,false
0.657966632829,2.72257554781,false
0.152553972821,1.32701755659,false
8.29577453758,6.19261485809,true
4.43100169997,9.54582134405,true
4.4657059187,8.32223915423,true
4.38930142507,7.74982080059,true
2.73282603949,5.46753679412,false
3.75384762094,3.94664696404,false
3.41987910752,1.3445324389,false
6.53631480361,2.88367960761,false
4.24064700425,2.86394582769,false
7.78240275991,3.12083622422,false
5.24926868252,0.550887162562,false
7.1663762714,0.48455853182,false
2.04734029566,2.44788541163,false
2.60033316727,6.38489111584,false
1.94162233444,7.55932907997,false
1.26335836265,7.05014181712,false
9.15588636922,8.63120483154,true
9.47226331998,0.283073644672,false
5.76147348005,0.254832441783,false
6.74692298245,9.53903363365,true
8.87377580205,7.63634257426,true
4.5566658012,1.44323908019,false
